spec,race,trinket_pair,has_dst,dps,dst_uptime_pct,wowhead_gear_url
Arms Warrior,Human,Dragonspine Trophy (28830) + Bloodlust Brooch (29383),true,1504.25,24.33,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Dragonspine Trophy (28830) + Empty Mug of Direbrew (38287),true,1504.25,24.33,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Dragonspine Trophy (28830) + Abacus of Violent Odds (28288),true,1501.86,24.43,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Dragonspine Trophy (28830) + Madness of the Betrayer (32505),true,1500.71,24.31,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Dragonspine Trophy (28830) + Tsunami Talisman (30627),true,1498.59,24.34,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Dragonspine Trophy (28830) + Hourglass of the Unraveller (28034),true,1493.64,24.31,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Dragonspine Trophy (28830) + Solarian's Sapphire (30446),true,1491.11,24.33,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Dragonspine Trophy (28830) + Ashtongue Talisman of Valor (32485),true,1476.41,24.31,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Abacus of Violent Odds (28288) + Empty Mug of Direbrew (38287),false,1476.32,0.00,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Bloodlust Brooch (29383) + Empty Mug of Direbrew (38287),false,1475.32,0.00,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Bloodlust Brooch (29383) + Abacus of Violent Odds (28288),false,1472.87,0.00,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Madness of the Betrayer (32505) + Abacus of Violent Odds (28288),false,1472.01,0.00,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Madness of the Betrayer (32505) + Bloodlust Brooch (29383),false,1470.96,0.00,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Madness of the Betrayer (32505) + Empty Mug of Direbrew (38287),false,1470.96,0.00,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Tsunami Talisman (30627) + Bloodlust Brooch (29383),false,1470.79,0.00,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Tsunami Talisman (30627) + Empty Mug of Direbrew (38287),false,1470.79,0.00,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Tsunami Talisman (30627) + Abacus of Violent Odds (28288),false,1469.18,0.00,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Madness of the Betrayer (32505) + Tsunami Talisman (30627),false,1466.67,0.00,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Bloodlust Brooch (29383) + Hourglass of the Unraveller (28034),false,1466.14,0.00,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Hourglass of the Unraveller (28034) + Empty Mug of Direbrew (38287),false,1466.14,0.00,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Abacus of Violent Odds (28288) + Hourglass of the Unraveller (28034),false,1463.47,0.00,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Bloodlust Brooch (29383) + Solarian's Sapphire (30446),false,1462.89,0.00,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Solarian's Sapphire (30446) + Empty Mug of Direbrew (38287),false,1462.89,0.00,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Abacus of Violent Odds (28288) + Solarian's Sapphire (30446),false,1462.56,0.00,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Madness of the Betrayer (32505) + Hourglass of the Unraveller (28034),false,1461.51,0.00,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Tsunami Talisman (30627) + Hourglass of the Unraveller (28034),false,1460.11,0.00,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Madness of the Betrayer (32505) + Solarian's Sapphire (30446),false,1459.82,0.00,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Tsunami Talisman (30627) + Solarian's Sapphire (30446),false,1456.96,0.00,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Hourglass of the Unraveller (28034) + Solarian's Sapphire (30446),false,1452.91,0.00,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Bloodlust Brooch (29383) + Ashtongue Talisman of Valor (32485),false,1449.57,0.00,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Empty Mug of Direbrew (38287) + Ashtongue Talisman of Valor (32485),false,1449.57,0.00,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Abacus of Violent Odds (28288) + Ashtongue Talisman of Valor (32485),false,1448.64,0.00,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Madness of the Betrayer (32505) + Ashtongue Talisman of Valor (32485),false,1446.68,0.00,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Tsunami Talisman (30627) + Ashtongue Talisman of Valor (32485),false,1443.62,0.00,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Hourglass of the Unraveller (28034) + Ashtongue Talisman of Valor (32485),false,1438.80,0.00,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Arms Warrior,Human,Solarian's Sapphire (30446) + Ashtongue Talisman of Valor (32485),false,1436.97,0.00,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
BM Hunter,Night Elf,Dragonspine Trophy (28830) + Bloodlust Brooch (29383),true,2110.25,26.58,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
BM Hunter,Night Elf,Dragonspine Trophy (28830) + Tsunami Talisman (30627),true,2103.42,26.57,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
BM Hunter,Night Elf,Dragonspine Trophy (28830) + Ashtongue Talisman of Swiftness (32487),true,2102.26,26.58,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
BM Hunter,Night Elf,Dragonspine Trophy (28830) + Madness of the Betrayer (32505),true,2102.12,26.58,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
BM Hunter,Night Elf,Dragonspine Trophy (28830) + Hourglass of the Unraveller (28034),true,2096.92,26.56,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
BM Hunter,Night Elf,Dragonspine Trophy (28830) + Abacus of Violent Odds (28288),true,2095.28,26.65,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
BM Hunter,Night Elf,Dragonspine Trophy (28830) + Badge of the Swarmguard (21670),true,2086.18,26.58,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
BM Hunter,Night Elf,Bloodlust Brooch (29383) + Tsunami Talisman (30627),false,2085.41,0.00,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
BM Hunter,Night Elf,Bloodlust Brooch (29383) + Ashtongue Talisman of Swiftness (32487),false,2084.23,0.00,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
BM Hunter,Night Elf,Madness of the Betrayer (32505) + Bloodlust Brooch (29383),false,2083.62,0.00,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
BM Hunter,Night Elf,Bloodlust Brooch (29383) + Abacus of Violent Odds (28288),false,2082.84,0.00,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
BM Hunter,Night Elf,Bloodlust Brooch (29383) + Hourglass of the Unraveller (28034),false,2078.58,0.00,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
BM Hunter,Night Elf,Ashtongue Talisman of Swiftness (32487) + Tsunami Talisman (30627),false,2077.89,0.00,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
BM Hunter,Night Elf,Madness of the Betrayer (32505) + Tsunami Talisman (30627),false,2077.07,0.00,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
BM Hunter,Night Elf,Madness of the Betrayer (32505) + Ashtongue Talisman of Swiftness (32487),false,2076.05,0.00,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
BM Hunter,Night Elf,Tsunami Talisman (30627) + Abacus of Violent Odds (28288),false,2074.22,0.00,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
BM Hunter,Night Elf,Ashtongue Talisman of Swiftness (32487) + Abacus of Violent Odds (28288),false,2073.36,0.00,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
BM Hunter,Night Elf,Tsunami Talisman (30627) + Hourglass of the Unraveller (28034),false,2073.24,0.00,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
BM Hunter,Night Elf,Madness of the Betrayer (32505) + Abacus of Violent Odds (28288),false,2072.71,0.00,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
BM Hunter,Night Elf,Ashtongue Talisman of Swiftness (32487) + Hourglass of the Unraveller (28034),false,2071.08,0.00,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
BM Hunter,Night Elf,Madness of the Betrayer (32505) + Hourglass of the Unraveller (28034),false,2070.21,0.00,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
BM Hunter,Night Elf,Bloodlust Brooch (29383) + Badge of the Swarmguard (21670),false,2068.69,0.00,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
BM Hunter,Night Elf,Abacus of Violent Odds (28288) + Hourglass of the Unraveller (28034),false,2067.64,0.00,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
BM Hunter,Night Elf,Tsunami Talisman (30627) + Badge of the Swarmguard (21670),false,2061.74,0.00,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
BM Hunter,Night Elf,Ashtongue Talisman of Swiftness (32487) + Badge of the Swarmguard (21670),false,2060.89,0.00,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
BM Hunter,Night Elf,Madness of the Betrayer (32505) + Badge of the Swarmguard (21670),false,2060.24,0.00,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
BM Hunter,Night Elf,Abacus of Violent Odds (28288) + Badge of the Swarmguard (21670),false,2057.81,0.00,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
BM Hunter,Night Elf,Hourglass of the Unraveller (28034) + Badge of the Swarmguard (21670),false,2054.88,0.00,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Combat Rogue,Human,Dragonspine Trophy (28830) + Warp-Spring Coil (30450),true,2220.64,29.97,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Combat Rogue,Human,Dragonspine Trophy (28830) + Madness of the Betrayer (32505),true,2219.32,29.95,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Combat Rogue,Human,Dragonspine Trophy (28830) + Ashtongue Talisman of Lethality (32492),true,2217.40,29.76,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Combat Rogue,Human,Dragonspine Trophy (28830) + Tsunami Talisman (30627),true,2203.82,29.80,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Combat Rogue,Human,Dragonspine Trophy (28830) + Bloodlust Brooch (29383),true,2198.21,29.76,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Combat Rogue,Human,Dragonspine Trophy (28830) + Kiss of the Spider (22954),true,2196.27,29.96,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Combat Rogue,Human,Dragonspine Trophy (28830) + Abacus of Violent Odds (28288),true,2196.15,29.84,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Combat Rogue,Human,Dragonspine Trophy (28830) + Hourglass of the Unraveller (28034),true,2183.16,29.76,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Combat Rogue,Human,Warp-Spring Coil (30450) + Madness of the Betrayer (32505),false,2183.11,0.00,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Combat Rogue,Human,Madness of the Betrayer (32505) + Ashtongue Talisman of Lethality (32492),false,2180.75,0.00,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Combat Rogue,Human,Warp-Spring Coil (30450) + Ashtongue Talisman of Lethality (32492),false,2180.12,0.00,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Combat Rogue,Human,Warp-Spring Coil (30450) + Tsunami Talisman (30627),false,2168.18,0.00,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Combat Rogue,Human,Madness of the Betrayer (32505) + Tsunami Talisman (30627),false,2167.06,0.00,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Combat Rogue,Human,Ashtongue Talisman of Lethality (32492) + Tsunami Talisman (30627),false,2164.70,0.00,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Combat Rogue,Human,Warp-Spring Coil (30450) + Bloodlust Brooch (29383),false,2162.66,0.00,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Combat Rogue,Human,Madness of the Betrayer (32505) + Bloodlust Brooch (29383),false,2162.42,0.00,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Combat Rogue,Human,Ashtongue Talisman of Lethality (32492) + Bloodlust Brooch (29383),false,2162.15,0.00,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Combat Rogue,Human,Warp-Spring Coil (30450) + Abacus of Violent Odds (28288),false,2161.54,0.00,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Combat Rogue,Human,Madness of the Betrayer (32505) + Abacus of Violent Odds (28288),false,2160.10,0.00,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Combat Rogue,Human,Madness of the Betrayer (32505) + Kiss of the Spider (22954),false,2160.08,0.00,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Combat Rogue,Human,Warp-Spring Coil (30450) + Kiss of the Spider (22954),false,2159.66,0.00,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Combat Rogue,Human,Ashtongue Talisman of Lethality (32492) + Abacus of Violent Odds (28288),false,2158.35,0.00,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
Combat Rogue,Human,Ashtongue Talisman of Lethality (32492) + Kiss of the Spider (22954),false,2158.16,0.00,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
